1;Date;Time;PM1,0;PM2,5;PM10;Temperature;Pressure;Humidity;Gas;Altitude
989;2020,02,22;14:08:08;6;6;4;17,04;1019,35;28,37;63,43;-50,66
990;2020,02,22;14:11:08;9;10;7;16,81;1019,31;28,78;63,91;-50,34
991;2020,02,22;14:14:08;13;14;10;16,51;1019,27;28,85;66,02;-50
992;2020,02,22;14:17:09;10;11;8;16,29;1019,21;28,89;66,6;-49,51
993;2020,02,22;14:20:09;7;7;5;16,05;1019,17;29,4;66,13;-49,17
994;2020,02,22;14:23:09;10;11;8;15,85;1019,11;30,03;63,82;-48,68
995;2020,02,22;14:26:09;25;28;20;15,72;1019,07;30,3;65;-48,34
996;2020,02,22;14:29:09;10;11;8;15,62;1019,04;29,64;68,83;-48,09
997;2020,02,22;14:32:10;7;7;5;15,6;1018,92;29,61;69,12;-47,1
998;2020,02,22;14:35:10;8;9;6;15,65;1018,84;29,89;67,45;-46,44
999;2020,02,22;14:38:10;7;7;5;15,66;1018,78;29,47;68,39;-45,94
1000;2020,02,22;14:41:10;7;7;5;15,69;1018,76;29,93;69,17;-45,77
1001;2020,02,22;14:44:10;6;6;4;15,73;1018,74;29,5;68,72;-45,61
1002;2020,02,22;14:47:11;7;7;5;15,79;1018,72;29,01;68,89;-45,44
1003;2020,02,22;14:50:11;6;6;4;15,79;1018,66;29,17;69,12;-44,95
1004;2020,02,22;14:53:11;9;10;7;15,73;1018,6;29,25;69,69;-44,45
1005;2020,02,22;14:56:11;11;12;8;15,75;1018,57;28,92;69,63;-44,2
1006;2020,02,22;14:59:11;7;7;5;15,75;1018,58;28,97;70,27;-44,28
1007;2020,02,22;15:02:12;7;7;5;15,7;1018,55;29,16;71,17;-44,04
1008;2020,02,22;15:05:12;7;7;5;15,66;1018,51;29;71,59;-43,7
1009;2020,02,22;15:08:12;7;7;5;15,6;1018,47;29,34;69,29;-43,37
1010;2020,02,22;15:11:12;7;7;5;15,52;1018,45;29,23;70,15;-43,2
1011;2020,02,22;15:14:13;7;7;5;15,34;1018,45;29,94;72,02;-43,2
1012;2020,02,22;15:17:13;8;9;6;15,22;1018,41;30,05;71,47;-42,87
1013;2020,02,22;15:20:13;7;7;5;15,14;1018,41;30,13;71,41;-42,87
1014;2020,02,22;15:23:13;8;9;6;15,09;1018,35;30,21;71,96;-42,38
1015;2020,02,22;15:26:13;8;9;6;15,05;1018,29;29,92;70,45;-41,88
1016;2020,02,22;15:29:14;10;11;8;15,01;1018,25;30,32;70,57;-41,55
1017;2020,02,22;15:32:14;8;9;6;14,99;1018,23;29,84;74,24;-41,38
1018;2020,02,22;15:35:14;9;10;7;14,99;1018,19;29,79;73,79;-41,05
1019;2020,02,22;15:38:14;14;15;11;15,03;1018,09;29,47;73,92;-40,22
1020;2020,02,22;15:41:14;10;11;8;15,05;1018,05;29,51;75,51;-39,89
1021;2020,02,22;15:44:15;11;12;8;15,09;1017,99;29,44;73,79;-39,39
1022;2020,02,22;15:47:15;12;13;9;15,1;1017,97;29,32;74,05;-39,23
1023;2020,02,22;15:50:15;13;14;10;15;1018,01;29,6;74,91;-39,55
1024;2020,02,22;15:53:15;12;13;9;14,88;1018,03;29,66;76,82;-39,72
1025;2020,02,22;15:56:15;10;11;8;14,72;1018,03;30,09;76,33;-39,72
1026;2020,02,22;15:59:16;11;12;8;14,48;1017,95;30,57;77,32;-39,06
1027;2020,02,22;16:02:16;12;13;9;14,23;1017,87;31,21;76,54;-38,4
1028;2020,02,22;16:05:16;13;14;10;14;1017,81;31,74;75,85;-37,9
1029;2020,02,22;16:08:16;11;12;8;13,82;1017,67;32,26;73,92;-36,74
1030;2020,02,22;16:11:16;12;13;9;13,65;1017,64;32,58;73,02;-36,49
1031;2020,02,22;16:14:17;12;13;9;13,51;1017,58;33,03;72,51;-35,99
1032;2020,02,22;16:17:17;14;15;11;13,38;1017,56;32,46;75,04;-35,82
1033;2020,02,22;16:20:17;12;13;9;13,22;1017,62;32,37;75,51;-36,32
1034;2020,02,22;16:23:17;12;13;9;13,08;1017,64;32,64;76,54;-36,49
1035;2020,02,22;16:26:17;11;12;8;12,93;1017,65;32,94;75,38;-36,57
1036;2020,02,22;16:29:18;9;10;7;12,8;1017,56;33,47;75,65;-35,82
1037;2020,02,22;16:32:18;12;13;9;12,69;1017,54;33,65;73,34;-35,65
1038;2020,02,22;16:35:18;15;17;12;12,59;1017,46;34,05;72,27;-34,99
1039;2020,02,22;16:38:18;14;15;11;12,49;1017,4;34,31;74,71;-34,5
1040;2020,02,22;16:41:18;14;16;11;12,4;1017,38;34,76;76,33;-34,33
1041;2020,02,22;16:44:19;17;19;13;12,3;1017,3;34,92;77,96;-33,66
1042;2020,02,22;16:47:19;13;14;10;12,19;1017,24;35,49;78,84;-33,17
1043;2020,02,22;16:50:19;11;12;8;12,06;1017,14;36,19;75,51;-32,34
1044;2020,02,22;16:53:19;20;22;16;11,89;1017,01;36,76;74,05;-31,26
1045;2020,02,22;16:56:20;22;24;17;11,74;1016,91;37,19;74,51;-30,43
1046;2020,02,22;16:59:20;30;37;24;11,58;1016,85;37,64;74,64;-29,93
1047;2020,02,22;17:02:20;33;37;26;11,41;1016,87;37,71;73,92;-30,1
1048;2020,02,22;17:05:20;31;35;25;11,26;1016,97;38,11;73,34;-30,93
1049;2020,02,22;17:08:20;34;38;27;11,08;1017,03;38,46;71,71;-31,43
1050;2020,02,22;17:11:21;28;31;22;10,92;1017,1;39,06;68,39;-32
1051;2020,02,22;17:14:21;26;29;21;10,77;1017,09;39,25;68,33;-31,92
1052;2020,02,22;17:17:21;24;27;19;10,63;1017,03;39,68;68,61;-31,43
1053;2020,02,22;17:20:21;24;27;19;10,47;1017,03;40,1;67,94;-31,43
1054;2020,02,22;17:23:21;22;24;17;10,32;1017,01;40,63;67,62;-31,26
1055;2020,02,22;17:26:22;23;26;18;10,18;1016,97;40,93;68,33;-30,93
1056;2020,02,22;17:29:22;22;24;17;10,04;1017,01;41,35;68,39;-31,26
1057;2020,02,22;17:32:22;22;24;17;9,9;1017,01;41,73;68,11;-31,26
1058;2020,02,22;17:35:22;27;30;22;9,74;1017,01;42,21;69,12;-31,26
1059;2020,02,22;17:38:22;31;35;25;9,57;1017,07;42,55;67,18;-31,75
1060;2020,02,22;17:41:23;31;35;25;9,41;1017,09;43,04;64,5;-31,92
1061;2020,02,22;17:44:23;41;47;33;9,25;1017,09;43,34;62,53;-31,92
1062;2020,02,22;17:47:23;37;41;30;9,12;1017,07;43,68;64,31;-31,75
1063;2020,02,22;17:50:23;29;32;23;9;1017,05;43,9;66,81;-31,59
1064;2020,02,22;17:53:24;26;29;21;8,89;1016,99;44,37;66,81;-31,09
1065;2020,02,22;17:56:24;26;29;21;8,8;1016,91;44,61;66,23;-30,43
1066;2020,02,22;17:59:24;24;27;19;8,7;1016,87;44,77;66,76;-30,1
1067;2020,02,22;18:02:24;19;21;15;8,6;1016,83;45,05;69,52;-29,76
1068;2020,02,22;18:05:24;19;21;15;8,55;1016,79;45,09;70,86;-29,43
1069;2020,02,22;18:08:25;18;20;14;8,5;1016,77;45,29;71,1;-29,27
1070;2020,02,22;18:11:25;17;19;13;8,45;1016,75;45,55;68,44;-29,1
1071;2020,02,22;18:14:25;17;19;13;8,4;1016,69;45,58;70,69;-28,6
1072;2020,02,22;18:17:25;15;17;12;8,37;1016,71;45,55;70,98;-28,77
1073;2020,02,22;18:20:25;18;20;14;8,34;1016,71;45,73;70,75;-28,77
1074;2020,02,22;18:23:26;27;30;22;8,31;1016,73;45,71;72,89;-28,93
1075;2020,02,22;18:26:26;27;30;22;8,28;1016,75;45,72;71,29;-29,1
1076;2020,02,22;18:29:26;23;26;18;8,25;1016,75;45,75;70,81;-29,1
1077;2020,02,22;18:32:26;27;30;22;8,2;1016,79;45,84;69,4;-29,43
1078;2020,02,22;18:35:26;43;50;34;8,15;1016,79;45,98;70,1;-29,43
1079;2020,02,22;18:38:27;54;67;44;8,09;1016,79;45,99;71,89;-29,43
1080;2020,02,22;18:41:27;40;48;32;8,03;1016,83;46,18;71,47;-29,76
1081;2020,02,22;18:44:27;36;42;29;7,98;1016,83;46,24;70,15;-29,76
1082;2020,02,22;18:47:27;31;35;25;7,93;1016,85;46,39;71,22;-29,93
1083;2020,02,22;18:50:28;30;34;24;7,86;1016,95;46,71;67,94;-30,76
1084;2020,02,22;18:53:28;27;32;22;7,79;1016,99;46,94;65,46;-31,09
1085;2020,02,22;18:56:28;29;32;23;7,73;1016,99;47,17;66,49;-31,09
1086;2020,02,22;18:59:28;36;42;29;7,68;1017,05;47,49;66,54;-31,59
1087;2020,02,22;19:02:28;39;44;31;7,64;1017,07;47,7;65,05;-31,75
1088;2020,02,22;19:05:29;29;32;23;7,63;1017,07;47,55;65,76;-31,75
1089;2020,02,22;19:08:29;32;36;26;7,62;1017,1;47,65;65,97;-32
1090;2020,02,22;19:11:29;26;29;21;7,59;1017,14;47,73;66,7;-32,34
1091;2020,02,22;19:14:29;26;29;21;7,55;1017,14;47,97;68,67;-32,34
1092;2020,02,22;19:17:29;26;29;21;7,51;1017,1;47,97;70,27;-32
1093;2020,02,22;19:20:30;27;30;22;7,46;1017,1;48,16;70,33;-32
1094;2020,02,22;19:23:30;28;31;22;7,41;1017,07;48,33;70,15;-31,75
1095;2020,02,22;19:26:30;28;31;22;7,33;1017,01;48,51;71,22;-31,26
1096;2020,02,22;19:29:30;29;32;23;7,26;1016,93;48,74;70,69;-30,59
1097;2020,02,22;19:32:31;31;35;25;7,2;1016,83;49,06;71,35;-29,76
1098;2020,02,22;19:35:31;26;29;21;7,12;1016,77;49,21;70,69;-29,27
1099;2020,02,22;19:38:31;23;26;18;7,06;1016,73;49,21;72,39;-28,93
1100;2020,02,22;19:41:31;34;38;27;7,01;1016,79;49,25;72,39;-29,43
1101;2020,02,22;19:44:31;19;21;15;6,96;1016,83;49,2;72,77;-29,76
1102;2020,02,22;19:47:32;19;21;15;6,92;1016,89;49,21;72,08;-30,26
1103;2020,02,22;19:50:32;21;23;17;6,9;1016,95;49,24;72,33;-30,76
1104;2020,02,22;19:53:32;23;26;18;6,89;1016,93;49,18;72,27;-30,59
1105;2020,02,22;19:56:32;25;28;20;6,88;1016,91;49,1;73,34;-30,43
1106;2020,02,22;19:59:32;28;31;22;6,88;1016,85;49,22;73,15;-29,93
1107;2020,02,22;20:02:33;26;29;21;6,88;1016,75;49,13;74,77;-29,1
1108;2020,02,22;20:05:33;23;26;18;6,9;1016,75;48,93;75,51;-29,1
1109;2020,02,22;20:08:33;19;21;15;6,94;1016,69;48,78;73,27;-28,6
1110;2020,02,22;20:11:33;21;23;17;7;1016,67;48,57;75,17;-28,44
1111;2020,02,22;20:14:34;20;22;16;7,07;1016,67;48,43;75,24;-28,44
1112;2020,02,22;20:17:34;25;28;20;7,14;1016,67;48,35;73,34;-28,44
1113;2020,02,22;20:20:34;22;24;17;7,21;1016,6;48,23;74,91;-27,85
1114;2020,02,22;20:23:34;22;24;17;7,25;1016,48;48,26;76,2;-26,86
1115;2020,02,22;20:26:34;25;28;20;7,26;1016,34;48,36;77,39;-25,69
1116;2020,02,22;20:29:35;25;28;20;7,26;1016,18;47,98;79,59;-24,37
1117;2020,02,22;20:32:35;20;22;16;7,23;1015,95;48,05;83,05;-22,46
1118;2020,02,22;20:35:35;21;23;17;7,2;1015,91;48,07;85,06;-22,13
1119;2020,02,22;20:38:35;17;19;13;7,22;1015,91;48,18;84,55;-22,13
1120;2020,02,22;20:41:35;18;20;14;7,23;1015,91;48,26;83,54;-22,13
1121;2020,02,22;20:44:36;22;24;17;7,26;1015,93;48,28;81,91;-22,29
1122;2020,02,22;20:47:36;22;24;17;7,27;1015,99;48,48;80,12;-22,79
1123;2020,02,22;20:50:36;20;22;16;7,3;1015,95;48,42;79,14;-22,46
1124;2020,02,22;20:53:36;19;21;15;7,3;1015,93;48,59;80,5;-22,29
1125;2020,02,22;20:56:37;17;19;13;7,3;1015,97;48,66;80,89;-22,62
1126;2020,02,22;20:59:37;21;23;17;7,31;1016,05;48,71;79,81;-23,29
1127;2020,02,22;21:02:37;17;19;13;7,34;1016,07;48,59;80,12;-23,45
1128;2020,02,22;21:05:37;19;21;15;7,35;1016,07;48,62;78,84;-23,45
1129;2020,02,22;21:08:37;19;21;15;7,34;1016,09;48,71;78,99;-23,62
1130;2020,02,22;21:11:38;21;23;17;7,35;1016,09;48,8;78,91;-23,62
1131;2020,02,22;21:14:38;22;24;17;7,38;1016,07;48,79;79,06;-23,45
1132;2020,02,22;21:17:38;18;20;14;7,38;1016,05;48,84;78,69;-23,29
1133;2020,02,22;21:20:38;17;19;13;7,36;1016,03;49,06;78,33;-23,12
1134;2020,02,22;21:23:38;17;19;13;7,32;1016,01;49,33;77,53;-22,96
1135;2020,02,22;21:26:39;17;19;13;7,29;1016,03;49,43;78,54;-23,12
1136;2020,02,22;21:29:39;17;19;13;7,26;1016,03;49,72;80,35;-23,12
1137;2020,02,22;21:32:39;18;20;14;7,23;1015,99;49,79;81,04;-22,79
1138;2020,02,22;21:35:39;17;19;13;7,21;1015,99;50,12;81,2;-22,79
1139;2020,02,22;21:38:40;16;18;13;7,2;1015,97;50,21;81,04;-22,62
1140;2020,02,22;21:41:40;17;19;13;7,21;1015,93;50,33;80,58;-22,29
1141;2020,02,22;21:44:40;16;18;13;7,2;1015,91;50,41;79,81;-22,13
1142;2020,02,22;21:47:40;17;19;13;7,21;1015,89;50,38;79,44;-21,96
1143;2020,02,22;21:50:40;18;20;14;7,18;1015,87;50,54;80,35;-21,79
1144;2020,02,22;21:53:41;19;21;15;7,13;1015,83;50,82;80,27;-21,46
1145;2020,02,22;21:56:41;21;23;17;7,07;1015,79;51,14;79,81;-21,13
1146;2020,02,22;21:59:41;21;23;17;6,99;1015,77;51,43;79,36;-20,96
1147;2020,02,22;22:02:41;23;26;18;6,92;1015,71;51,76;79,74;-20,46
1148;2020,02,22;22:05:41;22;25;17;6,83;1015,67;51,94;80,27;-20,13
1149;2020,02,22;22:08:42;23;26;18;6,76;1015,65;52,14;81,28;-19,97
1150;2020,02,22;22:11:42;18;20;14;6,71;1015,51;52,03;81,36;-18,8
1151;2020,02,22;22:14:42;17;19;13;6,67;1015,39;52,19;81,99;-17,8
1152;2020,02,22;22:17:42;17;19;13;6,61;1015,31;52,31;81,6;-17,14
1153;2020,02,22;22:20:43;18;20;14;6,55;1015,29;52,71;81,67;-16,97
1154;2020,02,22;22:23:43;22;24;17;6,5;1015,25;52,92;81,6;-16,64
1155;2020,02,22;22:26:43;19;21;15;6,46;1015,21;53,06;81,67;-16,31
1156;2020,02,22;22:29:43;20;22;16;6,43;1015,14;53,2;81,36;-15,73
1157;2020,02,22;22:32:43;19;21;15;6,4;1015,06;53,34;81,52;-15,06
1158;2020,02,22;22:35:44;18;20;14;6,37;1014,98;53,28;82,8;-14,4
1159;2020,02,22;22:38:44;17;19;13;6,35;1014,92;53,38;82,8;-13,9
1160;2020,02,22;22:41:44;17;19;13;6,33;1014,88;53,37;82,39;-13,57
1161;2020,02,22;22:44:44;17;19;13;6,3;1014,86;53,49;82,23;-13,4
1162;2020,02,22;22:47:44;17;19;13;6,29;1014,84;53,42;82,96;-13,23
1163;2020,02,22;22:50:45;17;19;13;6,29;1014,84;53,34;82,31;-13,23
1164;2020,02,22;22:53:45;17;19;13;6,31;1014,84;53,22;82,64;-13,23
1165;2020,02,22;22:56:45;16;18;13;6,33;1014,8;53;83,54;-12,9
1166;2020,02,22;22:59:45;16;18;13;6,34;1014,72;52,99;83,62;-12,23
1167;2020,02,22;23:02:46;15;17;12;6,33;1014,7;53,13;84,38;-12,07
1168;2020,02,22;23:05:46;18;20;14;6,32;1014,65;53,17;83,05;-11,65
1169;2020,02,22;23:08:46;17;19;13;6,28;1014,59;53,39;83,79;-11,16
1170;2020,02,22;23:11:46;16;18;13;6,26;1014,51;53,33;84,13;-10,48
1171;2020,02,22;23:14:46;16;18;13;6,26;1014,45;53,36;83,96;-9,99
1172;2020,02,22;23:17:47;18;20;14;6,27;1014,45;53,31;83,29;-9,99
1173;2020,02,22;23:20:47;17;19;13;6,3;1014,43;53,24;82,64;-9,82
1174;2020,02,22;23:23:47;17;19;13;6,33;1014,33;52,97;83,38;-8,99
1175;2020,02,22;23:26:47;18;20;14;6,36;1014,29;52,72;83,96;-8,66
1176;2020,02,22;23:29:47;17;19;13;6,39;1014,23;52,79;84,21;-8,16
1177;2020,02,22;23:32:48;18;20;14;6,41;1014,25;52,63;84,64;-8,32
1178;2020,02,22;23:35:48;18;20;14;6,42;1014,23;52,65;83,54;-8,16
1179;2020,02,22;23:38:48;16;18;13;6,4;1014,18;52,79;83,38;-7,74
1180;2020,02,22;23:41:48;17;19;13;6,38;1014,16;52,87;84,38;-7,57
1181;2020,02,22;23:44:49;18;20;14;6,36;1014,14;52,93;84,89;-7,41
1182;2020,02,22;23:47:49;17;19;13;6,34;1014,12;52,95;84,81;-7,25
1183;2020,02,22;23:50:49;18;20;14;6,3;1014,14;53,28;83,96;-7,41
1184;2020,02,22;23:53:49;17;19;13;6,27;1014,14;53,39;82,72;-7,41
1185;2020,02,22;23:56:49;18;20;14;6,23;1014,06;53,39;83,05;-6,74
1186;2020,02,22;23:59:50;17;19;13;6,2;1014,06;53,46;81,75;-6,74
1187;2020,02,23;0:02:50;17;19;13;6,17;1014,08;53,53;82,64;-6,91
1188;2020,02,23;0:05:50;18;20;14;6,14;1014,04;53,57;83,13;-6,57
1189;2020,02,23;0:08:50;17;19;13;6,11;1013,98;53,69;84,13;-6,08
1190;2020,02,23;0:11:50;19;21;15;6,08;1013,98;53,66;84,29;-6,08
1191;2020,02,23;0:14:51;18;20;14;6,07;1013,94;53,76;83,79;-5,74
1192;2020,02,23;0:17:51;18;20;14;6,07;1013,9;53,55;82,88;-5,41
1193;2020,02,23;0:20:51;16;18;13;6,08;1013,88;53,24;83,96;-5,25
1194;2020,02,23;0:23:51;17;19;13;6,1;1013,86;53,03;84,46;-5,08
1195;2020,02,23;0:26:52;16;18;13;6,13;1013,86;52,89;85,93;-5,08
1196;2020,02,23;0:29:52;17;19;13;6,15;1013,82;52,85;86,73;-4,75
1197;2020,02,23;0:32:52;17;19;13;6,19;1013,76;52,71;86,46;-4,25
1198;2020,02,23;0:35:52;18;20;14;6,24;1013,7;52,49;86,91;-3,75
1199;2020,02,23;0:38:52;18;20;14;6,28;1013,66;52,36;87,09;-3,41
1200;2020,02,23;0:41:53;18;20;14;6,33;1013,63;52,17;86,91;-3,17
1201;2020,02,23;0:44:53;17;19;13;6,37;1013,57;52,25;86,2;-2,67
1202;2020,02,23;0:47:53;18;20;14;6,43;1013,55;51,94;86,02;-2,5
1203;2020,02,23;0:50:53;17;19;13;6,46;1013,47;51,8;86,11;-1,83
1204;2020,02,23;0:53:53;17;19;13;6,49;1013,41;51,63;86,2;-1,33
1205;2020,02,23;0:56:54;17;19;13;6,52;1013,39;51,51;86,64;-1,17
1206;2020,02,23;0:59:54;17;19;13;6,58;1013,37;51,46;85,41;-1
1207;2020,02,23;1:02:54;16;18;13;6,62;1013,33;51,44;85,41;-0,67
1208;2020,02,23;1:05:54;17;19;13;6,63;1013,29;51,43;85,76;-0,33
1209;2020,02,23;1:08:55;18;20;14;6,61;1013,27;51,43;86,91;-0,17
1210;2020,02,23;1:11:55;17;19;13;6,61;1013,27;51,4;86,91;-0,17
1211;2020,02,23;1:14:55;17;19;13;6,63;1013,29;51,31;86,37;-0,33
1212;2020,02,23;1:17:55;17;19;13;6,65;1013,23;51,29;86,2;0,17
1213;2020,02,23;1:20:55;18;20;14;6,65;1013,18;51,03;86,11;0,58
1214;2020,02,23;1:23:56;16;18;13;6,62;1013,14;51,19;86,91;0,92
1215;2020,02,23;1:26:56;17;19;13;6,56;1013,1;51,4;87,91;1,25
1216;2020,02,23;1:29:56;16;18;13;6,53;1013,06;51,63;87;1,58
1217;2020,02,23;1:32:56;17;19;13;6,53;1013,04;51,63;86,11;1,75
1218;2020,02,23;1:35:57;17;19;13;6,53;1012,93;51,82;86,02;2,67
1219;2020,02,23;1:38:57;16;18;13;6,51;1012,91;51,9;85,24;2,83
1220;2020,02,23;1:41:57;17;19;13;6,5;1012,85;52,06;84,98;3,33
1221;2020,02,23;1:44:57;18;20;14;6,49;1012,83;52,06;84,72;3,5
1222;2020,02,23;1:47:57;16;18;13;6,48;1012,81;52,14;85,93;3,66
1223;2020,02,23;1:50:58;18;20;14;6,47;1012,85;52,15;86,2;3,33
1224;2020,02,23;1:53:58;17;19;13;6,48;1012,91;52,17;85,41;2,83
1225;2020,02,23;1:56:58;19;21;15;6,5;1013,06;52,04;84,21;1,58
1226;2020,02,23;1:59:58;18;20;14;6,55;1013,08;51,86;83,46;1,42
1227;2020,02,23;2:02:58;18;20;14;6,6;1012,93;51,71;83,54;2,67
1228;2020,02,23;2:05:59;17;19;13;6,62;1012,95;51,7;84,29;2,5
1229;2020,02,23;2:08:59;17;19;13;6,68;1012,91;51,64;81,75;2,83
1230;2020,02,23;2:11:59;17;19;13;6,75;1012,91;51,45;80,42;2,83
1231;2020,02,23;2:14:59;15;17;12;6,82;1012,81;51,42;77,6;3,66
1232;2020,02,23;2:18:00;17;19;13;6,85;1012,72;51,21;80,04;4,42
1233;2020,02,23;2:21:00;19;21;15;6,86;1012,64;51,24;80,42;5,08
1234;2020,02,23;2:24:00;18;20;14;6,88;1012,58;51,23;79,51;5,58
1235;2020,02,23;2:27:00;19;21;15;6,91;1012,56;51,21;78,33;5,75
1236;2020,02,23;2:30:00;18;20;14;6,92;1012,52;51,32;76,89;6,08
1237;2020,02,23;2:33:01;18;20;14;6,89;1012,54;51,59;79,21;5,91
1238;2020,02,23;2:36:01;17;19;13;6,9;1012,48;51,46;77,25;6,42
1239;2020,02,23;2:39:01;17;19;13;6,89;1012,46;51,51;78,4;6,58
1240;2020,02,23;2:42:01;17;19;13;6,9;1012,5;51,67;77,89;6,25
1241;2020,02,23;2:45:01;18;20;14;6,94;1012,5;51,64;74,44;6,25
1242;2020,02,23;2:48:02;19;21;15;6,97;1012,54;51,73;72,96;5,91
1243;2020,02,23;2:51:02;20;22;16;6,98;1012,54;51,67;72,64;5,91
1244;2020,02,23;2:54:02;21;23;17;6,97;1012,54;51,69;73,15;5,91
1245;2020,02,23;2:57:02;18;20;14;6,93;1012,48;52,13;73,59;6,42
1246;2020,02,23;3:00:03;19;21;15;6,86;1012,46;52,75;74,64;6,58
1247;2020,02,23;3:03:03;17;19;13;6,75;1012,46;53,33;73,79;6,58
1248;2020,02,23;3:06:03;15;17;12;6,67;1012,48;53,46;69,98;6,42
1249;2020,02,23;3:09:03;17;19;13;6,63;1012,48;53,28;70,27;6,42
1250;2020,02,23;3:12:03;17;19;13;6,61;1012,46;53,48;68,44;6,58
1251;2020,02,23;3:15:04;17;19;13;6,63;1012,44;53,39;68,22;6,75
1252;2020,02,23;3:18:04;17;19;13;6,66;1012,42;53,19;67,51;6,91
1253;2020,02,23;3:21:04;17;19;13;6,72;1012,44;53,04;65,87;6,75
1254;2020,02,23;3:24:04;15;17;12;6,79;1012,48;52,74;62,58;6,42
1255;2020,02,23;3:27:04;14;15;11;6,86;1012,5;52,68;61,62;6,25
1256;2020,02,23;3:30:05;17;19;13;6,92;1012,44;52,56;62,91;6,75
1257;2020,02,23;3:33:05;15;17;12;6,95;1012,48;52,18;65,3;6,42
1258;2020,02,23;3:36:05;15;17;12;6,97;1012,54;52,04;67,67;5,91
1259;2020,02,23;3:39:05;19;21;15;6,95;1012,58;54,57;70,45;5,58
1260;2020,02,23;3:42:06;18;20;14;6,8;1012,62;54,41;73,92;5,25
1261;2020,02,23;3:45:06;17;19;13;6,74;1012,64;54,84;74,24;5,08
1262;2020,02,23;3:48:06;18;20;14;6,64;1012,66;55,83;74,97;4,91
1263;2020,02,23;3:51:06;18;20;14;6,62;1012,7;54,97;76,26;4,58
1264;2020,02,23;3:54:06;17;19;13;6,59;1012,68;54,87;75,24;4,75
1265;2020,02,23;3:57:07;14;15;11;6,57;1012,7;54,41;72,27;4,58
1266;2020,02,23;4:00:07;15;17;12;6,55;1012,7;54,87;68,95;4,58
1267;2020,02,23;4:03:07;16;18;13;6,56;1012,6;55,42;68,44;5,41
1268;2020,02,23;4:06:07;19;21;15;6,57;1012,4;55,58;71,77;7,08
1269;2020,02,23;4:09:07;19;21;15;6,56;1012,36;55,97;72,39;7,41
1270;2020,02,23;4:12:08;17;19;13;6,57;1012,34;55,71;71,71;7,58
1271;2020,02,23;4:15:08;20;22;16;6,6;1012,32;55,22;70,57;7,75
1272;2020,02,23;4:18:08;19;21;15;6,61;1012,36;54,98;70,98;7,41
1273;2020,02,23;4:21:08;19;21;15;6,63;1012,36;54,79;71,04;7,41
1274;2020,02,23;4:24:09;18;20;14;6,69;1012,36;54,51;71,04;7,41
1275;2020,02,23;4:27:09;18;20;14;6,78;1012,25;53,7;72,27;8,33
1276;2020,02,23;4:30:09;16;18;13;6,92;1012,13;52,86;73,15;9,33
1277;2020,02,23;4:33:09;17;19;13;7,04;1012,11;52,31;75,38;9,5
1278;2020,02,23;4:36:09;16;18;13;7,18;1012,09;52,04;75,04;9,66
1279;2020,02,23;4:39:10;16;18;13;7,31;1012,09;51,77;72,64;9,66
1280;2020,02,23;4:42:10;16;18;13;7,44;1012,13;51,6;67,02;9,33
1281;2020,02,23;4:45:10;15;17;12;7,55;1012,21;51,41;66,6;8,66
1282;2020,02,23;4:48:10;13;14;10;7,64;1012,23;51,35;63,67;8,5
1283;2020,02,23;4:51:10;14;15;11;7,72;1012,25;51,21;65,1;8,33
1284;2020,02,23;4:54:11;16;18;13;7,78;1012,19;50,99;66,97;8,83
1285;2020,02,23;4:57:11;16;18;13;7,84;1012,13;50,92;64,75;9,33
1286;2020,02,23;5:00:11;15;17;12;7,89;1012,15;50,59;66,97;9,16
1287;2020,02,23;5:03:11;15;17;12;7,97;1012,09;50,59;65,71;9,66
1288;2020,02,23;5:06:12;14;15;11;8,05;1012,09;50,27;67,13;9,66
1289;2020,02,23;5:09:12;14;15;11;8,14;1011,99;50,22;66,13;10,5
1290;2020,02,23;5:12:12;15;17;12;8,24;1011,89;50,01;69,17;11,33
1291;2020,02,23;5:15:12;12;13;9;8,32;1011,87;49,91;67,78;11,5
1292;2020,02,23;5:18:12;14;15;11;8,4;1011,79;49,86;65,51;12,17
1293;2020,02,23;5:21:13;12;13;9;8,49;1011,72;49,74;64,85;12,75
1294;2020,02,23;5:24:13;12;13;9;8,56;1011,74;49,6;62,21;12,58
1295;2020,02,23;5:27:13;12;13;9;8,63;1011,72;49,6;61,39;12,75
1296;2020,02,23;5:30:13;14;15;11;8,69;1011,77;49,52;64,16;12,33
1297;2020,02,23;5:33:13;14;15;11;8,72;1011,75;49,73;65,97;12,5
1298;2020,02,23;5:36:14;11;12;8;8,75;1011,75;49,88;61,89;12,5
1299;2020,02,23;5:39:14;12;13;9;8,77;1011,75;49,91;63,15;12,5
1300;2020,02,23;5:42:14;14;15;11;8,77;1011,79;50;62,17;12,17
1301;2020,02,23;5:45:14;12;13;9;8,76;1011,79;50,07;61,98;12,17
1302;2020,02,23;5:48:15;12;13;9;8,75;1011,87;50,43;62,91;11,5
1303;2020,02,23;5:51:15;13;14;10;8,71;1012,01;50,6;62,07;10,33
1304;2020,02,23;5:54:15;11;12;8;8,68;1012,09;50,75;58,01;9,66
1305;2020,02,23;5:57:15;14;15;11;8,64;1012,09;51,13;58,98;9,66
1306;2020,02,23;6:00:15;14;15;11;8,61;1012,11;51,15;58,08;9,5
1307;2020,02,23;6:03:16;14;15;11;8,57;1012,17;51,49;58,01;9
1308;2020,02,23;6:06:16;15;17;12;8,54;1012,17;51,63;57,33;9
